5/8/23,PM,21
5/8/23,PM,20
5/8/23,PM,27
5/8/23,PM,33
5/8/23,PM,29
5/8/23,PM,41
5/9/23,PM,24
5/9/23,PM,37
5/9/23,PM,34
5/9/23,PM,27
5/9/23,PM,28
5/9/23,PM,34
5/10/23,PM,38
5/10/23,PM,43
5/10/23,PM,39
5/10/23,PM,30
5/10/23,PM,48
5/10/23,PM,38
5/11/23,PM,51
5/11/23,PM,48
5/11/23,PM,46
5/11/23,PM,42
5/11/23,PM,49
5/11/23,PM,40
5/11/23,PM,60
5/12/23,PM,42
5/12/23,PM,41
5/12/23,PM,44
5/12/23,PM,44
5/12/23,PM,46
5/12/23,PM,41
5/13/23,PM,52
5/13/23,PM,52
5/13/23,PM,46
5/13/23,PM,55
5/13/23,PM,53
5/13/23,PM,50
5/14/23,PM,64
5/14/23,PM,58
5/14/23,PM,54
5/14/23,PM,59
5/14/23,PM,58
5/14/23,PM,63
5/15/23,PM,56
5/15/23,PM,60
5/15/23,PM,46
5/15/23,PM,51
5/15/23,PM,66
5/15/23,PM,54
5/16/23,PM,61
5/16/23,PM,55
5/16/23,PM,62
5/16/23,PM,52
5/16/23,PM,56
5/16/23,PM,57
5/17/23,PM,58
5/17/23,PM,66
5/17/23,PM,56
5/17/23,PM,58
5/17/23,PM,62
5/17/23,PM,54
5/30/23,PM,65
5/30/23,PM,66
5/30/23,PM,73
5/30/23,PM,79
5/30/23,PM,61
5/30/23,PM,60
